"Protein.identifier"	"Contig.id"	"Start"	"Stop"	"Strand"	"Gene.symbol"	"Sequence.name"	"Scope"	"Element.type"	"Element.subtype"	"Class"	"Subclass"	"Method"	"Target.length"	"Reference.sequence.length"	"X..Coverage.of.reference.sequence"	"X..Identity.to.reference.sequence"	"Alignment.length"	"Accession.of.closest.sequence"	"Name.of.closest.sequence"	"HMM.id"	"HMM.description"	"ID"
"263"	"DPNEBDLJ_01831"	1	1899511	1900044	"-"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS4"
"264"	"DPNEBDLJ_02227"	1	2307167	2307415	"+"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS4"
"265"	"DPNEBDLJ_02590"	1	2659094	2660101	"+"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS4"
"266"	"DPNEBDLJ_02910"	1	2973325	2975631	"-"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS4"
"267"	"DPNEBDLJ_02941"	1	3006082	3008718	"-"	"gyrA_S83F"	"Salmonella quinolone/triclosan resistant GyrA"	"core"	"AMR"	"POINT"	"QUINOLONE/TRICLOSAN"	"QUINOLONE/TRICLOSAN"	"POINTP"	878	878	100	99.77	878	"WP_001281271.1"	"DNA gyrase subunit A GyrA"	NA	NA	"ARS4"
"268"	"DPNEBDLJ_03196"	1	3288446	3290638	"-"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS4"
"269"	"DPNEBDLJ_03367"	1	3473227	3474342	"+"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS4"
"270"	"DPNEBDLJ_03368"	1	3474423	3478079	"+"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS4"
"271"	"DPNEBDLJ_03463"	1	3566506	3567342	"-"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS4"
"272"	"DPNEBDLJ_03494"	1	3594977	3597034	"-"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS4"
"273"	"DPNEBDLJ_04246"	1	4378585	4379283	"-"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS4"
"274"	NA	2	3	1166	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"BLASTX"	388	399	97.24	100	388	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA	"ARS4"
"275"	"DPNEBDLJ_04586"	2	2502	3338	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"NF012171.0"	"APH(6)-I family aminoglycoside O-phosphotransferase"	"ARS4"
"276"	"DPNEBDLJ_04587"	2	3338	4141	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"ARS4"
"277"	"DPNEBDLJ_04588"	2	4202	5017	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"ARS4"
"278"	"DPNEBDLJ_04625"	2	33358	34503	"+"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"ARS4"
"279"	"DPNEBDLJ_04628"	2	35981	36796	"+"	"aph(3')-Ia"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	271	271	100	100	271	"WP_000018329.1"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"NF033059.2"	"APH(3')-I family aminoglycoside O-phosphotransferase"	"ARS4"
"280"	"DPNEBDLJ_04632"	2	39784	40020	"-"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	78	78	100	78.21	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"ARS4"
"281"	"DPNEBDLJ_04633"	2	40017	40379	"-"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"HMM"	120	121	100	82.64	121	"AAC38221.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"ARS4"
"282"	"DPNEBDLJ_04635"	2	41055	41831	"-"	"blaTEM"	"TEM family class A beta-lactamase"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"BLASTP"	258	286	90.21	99.61	258	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	"NF033103.1"	"class A beta-lactamase"	"ARS4"
"283"	"DPNEBDLJ_04638"	2	43831	44067	"-"	"merE"	"broad-spectrum mercury transporter MerE"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	78	78	100	97.44	78	"AAA88371.1"	"broad-spectrum mercury transporter MerE"	"NF010310.2"	"broad-spectrum mercury transporter MerE"	"ARS4"
"284"	"DPNEBDLJ_04639"	2	44064	44429	"-"	"merD"	"mercury resistance co-regulator MerD"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	121	121	100	100	121	"AAA88370.1"	"mercury resistance co-regulator MerD"	"NF033783.1"	"mercury resistance co-regulator MerD"	"ARS4"
"285"	"DPNEBDLJ_04640"	2	44541	45179	"-"	"merB"	"organomercurial lyase MerB"	"plus"	"STRESS"	"METAL"	"MERCURY"	"ORGANOMERCURY"	"EXACTP"	212	212	100	100	212	"AAA88369.1"	"organomercurial lyase MerB"	"NF033555.1"	"organomercurial lyase MerB"	"ARS4"
"286"	"DPNEBDLJ_04641"	2	45194	46879	"-"	"merA"	"mercury(II) reductase"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"BLASTP"	561	561	100	92.69	561	"ACU65296.1"	"mercury(II) reductase"	"TIGR02053.1"	"mercury(II) reductase"	"ARS4"
"287"	"DPNEBDLJ_04642"	2	46951	47226	"-"	"merP"	"mercury resistance system periplasmic binding protein MerP"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	91	91	100	100	91	"AAA98223.1"	"mercury resistance system periplasmic binding protein MerP"	"TIGR02052.1"	"mercury resistance system periplasmic binding protein MerP"	"ARS4"
"288"	"DPNEBDLJ_04643"	2	47242	47592	"-"	"merT"	"mercuric transport protein MerT"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	116	116	100	100	116	"AAA98222.1"	"mercuric transport protein MerT"	NA	NA	"ARS4"
"289"	"DPNEBDLJ_04644"	2	47664	48098	"+"	"merR"	"mercury resistance transcriptional regulator MerR"	"plus"	"STRESS"	"METAL"	"MERCURY"	"MERCURY"	"EXACTP"	144	144	100	100	144	"AAA98221.1"	"mercury resistance transcriptional regulator MerR"	"NF010315.0"	"mercury resistance transcriptional regulator MerR"	"ARS4"
"290"	"DPNEBDLJ_04787"	2	160026	160676	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"ARS4"
"291"	"DPNEBDLJ_04908"	4	2437	3651	"+"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTP"	404	404	100	99.5	404	"WP_000214119.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NF000219.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"ARS4"
"292"	"JOKLFPNI_00202"	1	210893	211591	"+"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS5"
"293"	"JOKLFPNI_00953"	1	993143	995200	"+"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS5"
"294"	"JOKLFPNI_00984"	1	1022835	1023671	"+"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS5"
"295"	"JOKLFPNI_01079"	1	1112098	1115754	"-"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS5"
"296"	"JOKLFPNI_01080"	1	1115835	1116950	"-"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS5"
"297"	"JOKLFPNI_01251"	1	1299539	1301731	"+"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS5"
"298"	"JOKLFPNI_01505"	1	1581470	1584106	"+"	"gyrA_D87N"	"Salmonella quinolone resistant GyrA"	"core"	"AMR"	"POINT"	"QUINOLONE"	"QUINOLONE"	"POINTP"	878	878	100	99.77	878	"WP_001281271.1"	"DNA gyrase subunit A GyrA"	NA	NA	"ARS5"
"299"	"JOKLFPNI_01536"	1	1614557	1616863	"+"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS5"
"300"	"JOKLFPNI_01859"	1	1930087	1931094	"-"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS5"
"301"	"JOKLFPNI_02222"	1	2282588	2282836	"-"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS5"
"302"	"JOKLFPNI_02617"	1	2689958	2690491	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS5"
"303"	NA	1	2705908	2706591	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS5"
"304"	"JOKLFPNI_03613"	1	3673455	3673919	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS5"
"305"	"JOKLFPNI_03614"	1	3673916	3676219	"-"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS5"
"306"	"JOKLFPNI_03615"	1	3676496	3677722	"+"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS5"
"307"	"JOKLFPNI_03616"	1	3677719	3680886	"+"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"ARS5"
"308"	"JOKLFPNI_04732"	2	23994	25208	"+"	"floR"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL/FLORFENICOL"	"BLASTP"	404	404	100	99.5	404	"WP_000214119.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"NF000219.1"	"chloramphenicol/florfenicol efflux MFS transporter FloR"	"ARS5"
"309"	"JOKLFPNI_04735"	2	25808	27007	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTP"	399	399	100	100	399	"WP_000804063.1"	"tetracycline efflux MFS transporter Tet(A)"	"NF012193.0"	"tetracycline efflux MFS transporter Tet(A)"	"ARS5"
"310"	"JOKLFPNI_04740"	2	29168	29971	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTP"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"NF032895.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"ARS5"
"311"	"JOKLFPNI_04741"	2	30032	30847	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTP"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"NF000295.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"ARS5"
"312"	"JOKLFPNI_04778"	2	59188	60333	"+"	"blaCMY-2"	"extended-spectrum class C beta-lactamase CMY-2"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEP"	381	381	100	100	381	"WP_000976514.1"	"extended-spectrum class C beta-lactamase CMY-2"	"NF000191.1"	"CMY-2 family class C beta-lactamase"	"ARS5"
"313"	"JOKLFPNI_04781"	2	61811	62626	"+"	"aph(3')-Ia"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTP"	271	271	100	100	271	"WP_000018329.1"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"NF033059.2"	"APH(3')-I family aminoglycoside O-phosphotransferase"	"ARS5"
"314"	"JOKLFPNI_04835"	3	18625	19275	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"ARS5"
"315"	"BPJPCHBM_00267"	1	279200	281257	"+"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS6"
"316"	"BPJPCHBM_00298"	1	308892	309728	"+"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.64	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS6"
"317"	"BPJPCHBM_00393"	1	398155	401811	"-"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.77	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS6"
"318"	"BPJPCHBM_00394"	1	401892	403007	"-"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS6"
"319"	"BPJPCHBM_00607"	1	616710	618902	"+"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS6"
"320"	"BPJPCHBM_01214"	1	1247305	1248312	"-"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS6"
"321"	"BPJPCHBM_01578"	1	1599890	1600138	"-"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS6"
"322"	"BPJPCHBM_01974"	1	2008440	2008973	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS6"
"323"	NA	1	2024390	2025073	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS6"
"324"	"BPJPCHBM_02967"	1	2986961	2987425	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS6"
"325"	"BPJPCHBM_02968"	1	2987422	2989725	"-"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS6"
"326"	"BPJPCHBM_02969"	1	2990002	2991228	"+"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS6"
"327"	"BPJPCHBM_02970"	1	2991225	2994392	"+"	"mdsB"	"multidrug efflux RND transporter permease subunit MdsB"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	1055	1055	100	99.43	1055	"AAL19305.1"	"multidrug efflux RND transporter permease subunit MdsB"	NA	NA	"ARS6"
"328"	"BPJPCHBM_04251"	1	4366676	4367374	"+"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS6"
"329"	"BPJPCHBM_04719"	3	18985	19635	"-"	"spvD"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	216	216	100	100	216	"AAG59626.1"	"SPI-2 type III secretion system effector cysteine hydrolase SpvD"	NA	NA	"ARS6"
"330"	"HADKDLLD_00201"	1	210904	211602	"+"	"lpfB"	"long polar fimbrial chaperone LpfB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	232	232	100	100	232	"WXV87835.1"	"long polar fimbrial chaperone LpfB"	NA	NA	"ARS7"
"331"	"HADKDLLD_00953"	1	993142	995199	"+"	"invA"	"type III secretion system export apparatus protein InvA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	685	685	100	99.85	685	"WXW86397.1"	"type III secretion system export apparatus protein InvA"	NA	NA	"ARS7"
"332"	"HADKDLLD_00984"	1	1022834	1023670	"+"	"avrA"	"type III secretion system YopJ family effector AvrA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	278	302	91.72	99.28	277	"AAL21745.1"	"type III secretion system YopJ family effector AvrA"	NA	NA	"ARS7"
"333"	"HADKDLLD_01079"	1	1112097	1115753	"-"	"iroC"	"salmochelin/enterobactin export ABC transporter IroC"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	1218	1219	98.85	79.85	1211	"AUH19662.1"	"salmochelin/enterobactin export ABC transporter IroC"	NA	NA	"ARS7"
"334"	"HADKDLLD_01080"	1	1115834	1116949	"-"	"iroB"	"salmochelin biosynthesis C-glycosyltransferase IroB"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	371	371	100	86.52	371	"EOW04219.1"	"salmochelin biosynthesis C-glycosyltransferase IroB"	NA	NA	"ARS7"
"335"	"HADKDLLD_01252"	1	1299539	1301731	"+"	"sinH"	"intimin-like inverse autotransporter SinH"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	730	730	100	99.86	730	"AAL21411.1"	"intimin-like inverse autotransporter SinH"	"NF033423.1"	"intimin-like inverse autotransporter SinH"	"ARS7"
"336"	"HADKDLLD_01536"	1	1614547	1616853	"+"	"sspH2"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTP"	768	788	100	96.57	788	"QJV46475.1"	"SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2"	NA	NA	"ARS7"
"337"	"HADKDLLD_01859"	1	1930077	1931084	"-"	"sseK3"	"type III secretion system effector arginine glycosyltransferase SseK3"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	335	335	100	100	335	"CBW18025.1"	"type III secretion system effector arginine glycosyltransferase SseK3"	NA	NA	"ARS7"
"338"	"HADKDLLD_02222"	1	2282579	2282827	"-"	"asr"	"acid resistance repetitive basic protein Asr"	"plus"	"STRESS"	"ACID"	NA	NA	"HMM"	82	102	100	58.49	106	"BAA15331.2"	"acid resistance repetitive basic protein Asr"	"NF033636.1"	"acid resistance repetitive basic protein Asr"	"ARS7"
"339"	"HADKDLLD_02618"	1	2689975	2690508	"+"	"sodC1"	"superoxide dismutase [Cu-Zn] SodC1"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"EXACTP"	177	177	100	100	177	"AAL19978.1"	"superoxide dismutase [Cu-Zn] SodC1"	NA	NA	"ARS7"
"340"	NA	1	2705925	2706608	"+"	"gtgA"	"type III secretion system effector protease GtgA"	"plus"	"VIRULENCE"	"VIRULENCE"	NA	NA	"BLASTX"	228	228	100	99.56	228	"CBW17061.1"	"type III secretion system effector protease GtgA"	NA	NA	"ARS7"
"341"	"HADKDLLD_03613"	1	3673505	3673969	"-"	"golS"	"Au(I) sensor transcriptional regulator GolS"	"plus"	"STRESS"	"METAL"	"GOLD"	"GOLD"	"BLASTP"	154	154	100	99.35	154	"AAL19308.1"	"Au(I) sensor transcriptional regulator GolS"	NA	NA	"ARS7"
"342"	"HADKDLLD_03614"	1	3673966	3676269	"-"	"golT"	"gold/copper-translocating P-type ATPase GolT"	"plus"	"STRESS"	"METAL"	"COPPER/GOLD"	"COPPER/GOLD"	"BLASTP"	767	762	100	99.48	762	"AAL19307.1"	"gold/copper-translocating P-type ATPase GolT"	NA	NA	"ARS7"
"343"	"HADKDLLD_03615"	1	3676546	3677772	"+"	"mdsA"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	"plus"	"AMR"	"AMR"	"EFFLUX"	"EFFLUX"	"BLASTP"	408	408	100	98.77	408	"AAL19306.1"	"multidrug efflux RND transporter periplasmic adaptor subunit MdsA"	NA	NA	"ARS7"
